URL,Page type,Lifecycle,Indexability,Sitemap,GSC impressions,GSC clicks,Position,Quality score,Evidence level,Internal links,Freshness,Lane,Semantic risk,Primary issue,Recommended action,Promotion readiness,Previous lifecycle,Previous quality score,Previous promotion readiness,Delta status
/guides/evolve-plans/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,95,not_ready,www_architecture_live_gsc_still_stale
/guides/is-evolve-worth-it/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,,not_ready,www_architecture_live_gsc_still_stale
/guides/lucrovox-plans/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,95,not_ready,www_architecture_live_gsc_still_stale
/guides/is-lucrovox-worth-it/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,,not_ready,www_architecture_live_gsc_still_stale
/guides/rippling-plans/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,91,not_ready,www_architecture_live_gsc_still_stale
/guides/bolt-for-business-plans/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,91,not_ready,www_architecture_live_gsc_still_stale
/guides/is-bolt-for-business-worth-it/,guide,,batch-selected,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,Quality gates satisfied — link graph incomplete before promote;Need ≥2 meaningful inbound (have 1),continue_improve,blocked,,,not_ready,www_architecture_live_gsc_still_stale
/guides/carepatron-plans/,guide,IMPROVE,batch-selected,live sitemapindex 3133 (guides child 409),0,0,,91,,0,GSC through 2026-08-13 STALE identical to R4,B,,"Unique value incomplete: missing decision_framework, product_shortlist;repeated_paragraph: Repeated paragraph (3×): map ",continue_improve,blocked,,91,not_ready,www_architecture_live_gsc_still_stale
/guides/is-carepatron-worth-it/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,,not_ready,www_architecture_live_gsc_still_stale
/guides/is-rippling-worth-it/,guide,INDEXABLE,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,95,,5,GSC through 2026-08-13 STALE identical to R4,B,,,monitor,promoted_2026-09-09,,,not_ready,www_architecture_live_gsc_still_stale
/guides/clickup-plans/,guide,,batch-selected,live sitemapindex 3133 (guides child 409),0,0,,96,,0,GSC through 2026-08-13 STALE identical to R4,B,,semantic_template_risk: Blocked: SEMANTIC_TEMPLATE_RISK — analysis interchangeable with siblings after stripping product,continue_improve,blocked,,96,not_ready,www_architecture_live_gsc_still_stale
/compare/livechat-vs-tidio/,comparison,,batch-selected,live sitemapindex 3133 (guides child 409),20,0,,89,,0,GSC through 2026-08-13 STALE identical to R4,A,,Already indexable,continue_improve,blocked,,,not_ready,www_architecture_live_gsc_still_stale
/compare/hubspot-vs-keap/,comparison,,batch-selected,live sitemapindex 3133 (guides child 409),15,0,,89,,1,GSC through 2026-08-13 STALE identical to R4,A,,Already indexable,continue_improve,blocked,,,not_ready,www_architecture_live_gsc_still_stale
/compare/keap-vs-salesforce/,comparison,,batch-selected,live sitemapindex 3133 (guides child 409),14,0,,89,,0,GSC through 2026-08-13 STALE identical to R4,A,,Already indexable,continue_improve,blocked,,,not_ready,www_architecture_live_gsc_still_stale
/compare/oracle-cx-vs-salesforce/,comparison,,batch-selected,live sitemapindex 3133 (guides child 409),14,0,,89,,1,GSC through 2026-08-13 STALE identical to R4,A,,Already indexable,continue_improve,blocked,,,not_ready,www_architecture_live_gsc_still_stale
/compare/hubspot-vs-tidio/,comparison,,batch-selected,live sitemapindex 3133 (guides child 409),11,0,,89,,0,GSC through 2026-08-13 STALE identical to R4,A,,Intent invalid: relationship cross_category_undeclared;nonsensical_comparison: Relationship cross_category_undeclared — ,continue_improve,blocked,,89,not_ready,www_architecture_live_gsc_still_stale
/compare/alidrop-vs-spocket/,comparison,INDEXABLE_LOCAL_ORPHAN,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,88,,0,GSC through 2026-08-13 STALE identical to R4,B,,|LIFECYCLE_ORPHAN_PROMOTION_GATES_FAIL,monitor,promoted_2026-09-09,,88,not_ready,www_architecture_live_lifecycle_orphan_vs_indexable
/compare/aircall-vs-kixie/,comparison,INDEXABLE_LOCAL_ORPHAN,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,79,,0,GSC through 2026-08-13 STALE identical to R4,B,,|LIFECYCLE_ORPHAN_PROMOTION_GATES_FAIL,monitor,promoted_2026-09-09,,60,not_ready,www_architecture_live_lifecycle_orphan_vs_indexable
/compare/alidrop-vs-flippa/,comparison,INDEXABLE_LOCAL_ORPHAN,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,79,,0,GSC through 2026-08-13 STALE identical to R4,B,,|LIFECYCLE_ORPHAN_PROMOTION_GATES_FAIL,monitor,promoted_2026-09-09,,60,not_ready,www_architecture_live_lifecycle_orphan_vs_indexable
/compare/alidrop-vs-printify/,comparison,INDEXABLE_LOCAL_ORPHAN,likely-indexable,live sitemapindex 3133 (guides child 409),0,0,,79,,0,GSC through 2026-08-13 STALE identical to R4,B,,|LIFECYCLE_ORPHAN_PROMOTION_GATES_FAIL,monitor,promoted_2026-09-09,,60,not_ready,www_architecture_live_lifecycle_orphan_vs_indexable
/guides/podio-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/sap-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/siebel-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/siebel-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/wealthbox-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/wealthbox-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/zendesk-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/zendesk-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/adapt-io-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/adapt-io-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/gong-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/gong-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/ocean-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/ocean-setup/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/constant-contact-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
/guides/customer-io-implementation/,guide,INDEXABLE,www_noindex_follow,absent from live sitemap-guides.xml (409); local expected 425,0,0,,,,,GSC through 2026-08-13 STALE identical to R4,B,,LOCAL_INDEXABLE_WWW_NOINDEX,"deploy so www emits index,follow and sitemap includes URL",local_promoted_www_noindex,IMPROVE,,not_ready,promoted_local_2026-09-10_www_still_noindex
